"REMIND_variable";"JRC_complete";"JRC_Excel";"JRC_spreadsheet";"Weight";"Unit_REMIND";"Unit_JRC";"Factor"
"Emi|CO2|Transport|Freight|Aviation|extra EU|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Freight transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping|Domestic|Liquids";"Transport|Navigation|CO2 Emissions|by fuel|Liquids";"JRC-IDEES-2015_Transport_";"TrNavi_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping|within EU|Liquids";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping|extra EU|Liquids";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Plug-in hybrid electric";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Heavy duty vehicles|Domestic";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Heavy duty vehicles|International";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Conventional passenger trains|Diesel oil";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Conventional passenger trains|Electric";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|High speed passenger trains";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Freight transport|Diesel oil";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Freight transport|Electric";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|Domestic";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Freight transport|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Freight transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Transport|Navigation|CO2 Emissions|by fuel|Liquids";"JRC-IDEES-2015_Transport_";"TrNavi_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Liquids";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Plug-in hybrid electric";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV|w/o Bunkers|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Heavy duty vehicles|Domestic";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Heavy duty vehicles|International";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Conventional passenger trains|Diesel oil";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Conventional passenger trains|Electric";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|High speed passenger trains";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Freight transport|Diesel oil";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Freight transport|Electric";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|Domestic";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Bunkers|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|w/o Bunkers|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Freight transport|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Bunkers|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Freight transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Bunkers|Liquids";"Transport|Navigation|CO2 Emissions|by fuel|Liquids";"JRC-IDEES-2015_Transport_";"TrNavi_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Bunkers|Liquids";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV|Bunkers|Liquids";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Plug-in hybrid electric";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Passenger cars|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Passenger transport|Motor coaches, buses and trolley buses|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Gasoline engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Diesel oil engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|LPG engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Gases";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Natural gas engine";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Electricity";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Light duty vehicles|Battery electric vehicles";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Heavy duty vehicles|Domestic";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Road|CO2 Emissions|Split of CO2 emissions|Freight transport|Heavy duty vehicles|International";"JRC-IDEES-2015_Transport_";"TrRoad_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Conventional passenger trains|Diesel oil";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|Conventional passenger trains|Electric";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Passenger transport|High speed passenger trains";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Liquids";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Freight transport|Diesel oil";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ESD|Electricity";"Transport|Rail|CO2 Emissions|Split of CO2 emissions|Freight transport|Electric";"JRC-IDEES-2015_Transport_";"TrRail_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ETS|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|Domestic";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ETS|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Other|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Passenger transport|International - Extra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|ETS|Liquids";"Transport|Aviation|CO2 Emissions|Split of CO2 emissions|Freight transport|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"TrAvia_emi";1;"Mt CO2/yr";"kt of CO2";0.001
