"REMIND_variable";"Comment";"JRC_variable";"JRC_Excel";"JRC_spreadsheet";"JRC_line ";"Weight";"Unit_REMIND";"Unit_JRC";"Factor";"JRC_complete"
"FE|Industry|Electricity|Chemicals";"Electricity";"Motor drives";"JRC-IDEES-2015_Industry_";"CHI_fec";8;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Motor drives"
"FE|Industry|Electricity|Chemicals";"Electricity";"Fans and pumps";"JRC-IDEES-2015_Industry_";"CHI_fec";9;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Fans and pumps"
"FE|Industry|Electricity|Chemicals";"Electricity";"Electricity";"JRC-IDEES-2015_Industry_";"CHI_fec";14;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Low enthalpy heat|Electricity "
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Furnaces - Electric";"JRC-IDEES-2015_Industry_";"CHI_fec";42;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Electric"
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Process cooling - Electric";"JRC-IDEES-2015_Industry_";"CHI_fec";56;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Electric"
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Generic electric process";"JRC-IDEES-2015_Industry_";"CHI_fec";57;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Generic electric process"
"FE|Industry|Electricity|Chemicals";"Electricity";"Lighting";"JRC-IDEES-2015_Industry_";"CHI_fec";61;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Lighting"
"FE|Industry|Electricity|Chemicals";"Electricity";"Air compressors";"JRC-IDEES-2015_Industry_";"CHI_fec";62;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Air compressors"
"FE|Industry|Electricity|Chemicals";"Electricity";"Motor drives";"JRC-IDEES-2015_Industry_";"CHI_fec";63;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Motor drives"
"FE|Industry|Electricity|Chemicals";"Electricity";"Fans and pumps";"JRC-IDEES-2015_Industry_";"CHI_fec";64;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Fans and pumps"
"FE|Industry|Electricity|Chemicals";"Electricity";"Electricity";"JRC-IDEES-2015_Industry_";"CHI_fec";69;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Low enthalpy heat|Electricity "
"FE|Industry|Electricity|Chemicals";"Electricity";"High enthalpy heat  processing - Electric (microwave)";"JRC-IDEES-2015_Industry_";"CHI_fec";82;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Electric (microwave)"
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Furnaces - Electric";"JRC-IDEES-2015_Industry_";"CHI_fec";90;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Electric"
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Process cooling - Electric";"JRC-IDEES-2015_Industry_";"CHI_fec";104;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Electric"
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Generic electric process";"JRC-IDEES-2015_Industry_";"CHI_fec";105;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Generic electric process"
"FE|Industry|Electricity|Chemicals";"Electricity";"Lighting";"JRC-IDEES-2015_Industry_";"CHI_fec";109;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Lighting "
"FE|Industry|Electricity|Chemicals";"Electricity";"Air compressors";"JRC-IDEES-2015_Industry_";"CHI_fec";110;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Air compressors"
"FE|Industry|Electricity|Chemicals";"Electricity";"Motor drives";"JRC-IDEES-2015_Industry_";"CHI_fec";111;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Motor drives "
"FE|Industry|Electricity|Chemicals";"Electricity";"Fans and pumps";"JRC-IDEES-2015_Industry_";"CHI_fec";112;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Fans and pumps"
"FE|Industry|Electricity|Chemicals";"Electricity";"Electricity";"JRC-IDEES-2015_Industry_";"CHI_fec";117;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Low enthalpy heat|Electricity"
"FE|Industry|Electricity|Chemicals";"Electricity";"High enthalpy heat  processing - Electric (microwave)";"JRC-IDEES-2015_Industry_";"CHI_fec";130;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Electric (microwave) "
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Furnaces - Electric";"JRC-IDEES-2015_Industry_";"CHI_fec";138;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Furnaces|Chemicals: Furnaces - Electric "
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Process cooling - Electric";"JRC-IDEES-2015_Industry_";"CHI_fec";152;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Electric"
"FE|Industry|Electricity|Chemicals";"Electricity";"Chemicals: Generic electric process";"JRC-IDEES-2015_Industry_";"CHI_fec";153;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Generic electric process"
"FE|Industry|Heat|Chemicals";"Heat";"Solar and geothermal";"JRC-IDEES-2015_Industry_";"CHI_fec";13;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Low enthalpy heat|Solar and geothermal"
"FE|Industry|Heat|Chemicals";"Heat";"Steam distributed";"JRC-IDEES-2015_Industry_";"CHI_fec";34;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Steam distributed "
"FE|Industry|Heat|Chemicals";"Heat";"Steam distributed";"JRC-IDEES-2015_Industry_";"CHI_fec";55;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Steam distributed "
"FE|Industry|Heat|Chemicals";"Heat";"Solar and geothermal";"JRC-IDEES-2015_Industry_";"CHI_fec";68;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Low enthalpy heat|Solar and geothermal"
"FE|Industry|Heat|Chemicals";"Heat";"Steam distributed";"JRC-IDEES-2015_Industry_";"CHI_fec";81;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Steam distributed"
"FE|Industry|Heat|Chemicals";"Heat";"Steam distributed";"JRC-IDEES-2015_Industry_";"CHI_fec";103;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Steam distributed "
"FE|Industry|Heat|Chemicals";"Heat";"Solar and geothermal";"JRC-IDEES-2015_Industry_";"CHI_fec";116;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Low enthalpy heat|Solar and geothermal "
"FE|Industry|Heat|Chemicals";"Heat";"Steam distributed";"JRC-IDEES-2015_Industry_";"CHI_fec";129;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Steam distributed"
"FE|Industry|Heat|Chemicals";"Heat";"Steam distributed";"JRC-IDEES-2015_Industry_";"CHI_fec";151;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Steam distributed"
"FE|Industry|Steel ";"Primary steel";"Integrated steelworks";"JRC-IDEES-2015_Industry_";"ISI_fec";5;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks"
"FE|Industry|Steel ";"Secondary Steel ";"Electric arc";"JRC-IDEES-2015_Industry_";"ISI_fec";53;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc"
"FE|Industry|Steel ";"Transf. Input Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tick";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|All Products"
"FE|Industry|Steel ";"Transf. Input Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tibf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|All Products"
"FE|Industry|Steel ";"Transf. Output Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tock";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|All Products"
"FE|Industry|Steel ";"Transf. Output Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tobf";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|All Products"
"FE|Industry|Steel ";"Consumption Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenck";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|All Products"
"FE|Industry|Steel ";"Consumption Blast Furnaces";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenbf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|All Products"
"Production|Industry|Steel";"Steel (primary + secondary)";"Physical output (kt steel)";"JRC-IDEES-2015_Industry_";"ISI";7;1;"Mt/yr";"kt steel";0.001;"Iron and Steel|Physical output"
"Production|Industry|Steel|Primary";"Tonnes primary steel ";"Integrated steelworks";"JRC-IDEES-2015_Industry_";"ISI";8;1;"Mt/yr";"kt steel";0.001;"Iron and Steel|Physical output|Integrated steelworks"
"Production|Industry|Steel|Secondary";"Tonnes secondary steel ";"Electric arc";"JRC-IDEES-2015_Industry_";"ISI";9;1;"Mt/yr";"kt steel";0.001;"Iron and Steel|Physical output|Electric arc"
"FE|Industry|Steel|Primary";"Primary steel";"Integrated steelworks";"JRC-IDEES-2015_Industry_";"ISI_fec";5;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks"
"FE|Industry|Steel|Primary";"Transf. Input Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tick";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|All Products"
"FE|Industry|Steel|Primary";"Transf. Input Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tibf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|All Products"
"FE|Industry|Steel|Primary";"Transf. Output Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tock";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|All Products"
"FE|Industry|Steel|Primary";"Transf. Output Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tobf";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|All Products"
"FE|Industry|Steel|Primary";"Consumption Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenck";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|All Products"
"FE|Industry|Steel|Primary";"Consumption Blast Furnaces";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenbf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|All Products"
"FE|Industry|Steel|Secondary";"Secondary Steel ";"Electric arc";"JRC-IDEES-2015_Industry_";"ISI_fec";53;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Coke Ovens";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tick";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Solid Fuels"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Coke Ovens";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tick";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Coke Ovens";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tick";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Charcoal"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Coke Ovens";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tick";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Municipal waste (renewable)"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Coke Ovens";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tick";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Wastes (non-renewable)"
"FE|Industry|Liquids|Steel|Primary";"Transf. Input Coke Ovens";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tick";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Total petroleum products (without biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Transf. Input Coke Ovens";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tick";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Liquid biofuels"
"FE|Industry|Gases|Steel|Primary";"Transf. Input Coke Ovens";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tick";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Gases"
"FE|Industry|Gases|Steel|Primary";"Transf. Input Coke Ovens";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tick";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Biogas"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Coke Ovens";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tick";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Nuclear heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Coke Ovens";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tick";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Derived heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Coke Ovens";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tick";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Geothermal"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Coke Ovens";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tick";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Solar energy"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Coke Ovens";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tick";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Hydro power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Coke Ovens";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tick";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Wind Power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Coke Ovens";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tick";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Tide, Wave and Ocean"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Coke Ovens";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tick";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Electricity"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Blast Furnace";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tibf";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Solid Fuels"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Blast Furnace";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tibf";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Blast Furnace";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tibf";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Charcoal"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Blast Furnace";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tibf";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Municipal waste (renewable)"
"FE|Industry|Solids|Steel|Primary";"Transf. Input Blast Furnace";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tibf";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Wastes (non-renewable)"
"FE|Industry|Liquids|Steel|Primary";"Transf. Input Blast Furnace";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tibf";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Total petroleum products (without biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Transf. Input Blast Furnace";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tibf";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Liquid biofuels"
"FE|Industry|Gases|Steel|Primary";"Transf. Input Blast Furnace";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tibf";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Gases"
"FE|Industry|Gases|Steel|Primary";"Transf. Input Blast Furnace";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tibf";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Biogas"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Blast Furnace";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tibf";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Nuclear heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Blast Furnace";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tibf";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Derived heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Blast Furnace";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tibf";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Geothermal"
"FE|Industry|Heat|Steel|Primary";"Transf. Input Blast Furnace";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tibf";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Solar energy"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Blast Furnace";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tibf";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Hydro power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Blast Furnace";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tibf";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Wind Power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Blast Furnace";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tibf";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Tide, Wave and Ocean"
"FE|Industry|Electricity|Steel|Primary";"Transf. Input Blast Furnace";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tibf";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Electricity"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Coke Ovens";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tock";3;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Solid Fuels"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Coke Ovens";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tock";69;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Coke Ovens";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tock";70;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Charcoal"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Coke Ovens";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tock";72;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Municipal waste (renewable)"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Coke Ovens";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tock";80;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Wastes (non-renewable)"
"FE|Industry|Liquids|Steel|Primary";"Transf. Output Coke Ovens";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tock";21;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Total petroleum products (without biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Transf. Output Coke Ovens";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tock";73;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Liquid biofuels"
"FE|Industry|Gases|Steel|Primary";"Transf. Output Coke Ovens";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tock";52;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Gases"
"FE|Industry|Gases|Steel|Primary";"Transf. Output Coke Ovens";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tock";71;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Biogas"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Coke Ovens";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tock";59;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Nuclear heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Coke Ovens";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tock";60;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Derived heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Coke Ovens";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tock";78;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Geothermal"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Coke Ovens";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tock";64;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Solar energy"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Coke Ovens";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tock";62;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Hydro power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Coke Ovens";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tock";63;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Wind Power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Coke Ovens";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tock";67;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Tide, Wave and Ocean"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Coke Ovens";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tock";79;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Electricity"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Blast Furnace";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tobf";3;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Solid Fuels"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Blast Furnace";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tobf";69;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Blast Furnace";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tobf";70;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Charcoal"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Blast Furnace";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tobf";72;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Municipal waste (renewable)"
"FE|Industry|Solids|Steel|Primary";"Transf. Output Blast Furnace";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tobf";80;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Wastes (non-renewable)"
"FE|Industry|Liquids|Steel|Primary";"Transf. Output Blast Furnace";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tobf";21;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Total petroleum products (without biofuels)"
