"REMIND_variable";"Comment";"JRC_variable";"JRC_Excel";"JRC_spreadsheet";"JRC_line ";"Weight";"Unit_REMIND";"Unit_JRC";"Factor";"JRC_complete"
"FE|Industry|Liquids|Steel|Primary";"Transf. Output Blast Furnace";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tobf";73;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Liquid biofuels"
"FE|Industry|Gases|Steel|Primary";"Transf. Output Blast Furnace";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tobf";52;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Gases"
"FE|Industry|Gases|Steel|Primary";"Transf. Output Blast Furnace";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tobf";71;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Biogas"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Blast Furnace";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tobf";59;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Nuclear heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Blast Furnace";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tobf";60;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Derived heat"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Blast Furnace";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tobf";78;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Geothermal"
"FE|Industry|Heat|Steel|Primary";"Transf. Output Blast Furnace";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tobf";64;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Solar energy"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Blast Furnace";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tobf";62;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Hydro power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Blast Furnace";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tobf";63;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Wind Power"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Blast Furnace";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tobf";67;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Tide, Wave and Ocean"
"FE|Industry|Electricity|Steel|Primary";"Transf. Output Blast Furnace";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tobf";79;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Electricity"
"FE|Industry|Solids|Steel|Primary";"Consumption Coke Ovens";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"cenck";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Solid Fuels"
"FE|Industry|Solids|Steel|Primary";"Consumption Coke Ovens";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"cenck";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids|Steel|Primary";"Consumption Coke Ovens";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"cenck";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Charcoal"
"FE|Industry|Solids|Steel|Primary";"Consumption Coke Ovens";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenck";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Municipal waste (renewable)"
"FE|Industry|Solids|Steel|Primary";"Consumption Coke Ovens";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenck";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Wastes (non-renewable)"
"FE|Industry|Liquids|Steel|Primary";"Consumption Coke Ovens";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"cenck";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Total petroleum products (without biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Consumption Coke Ovens";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"cenck";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Liquid biofuels"
"FE|Industry|Gases|Steel|Primary";"Consumption Coke Ovens";"Gases";"JRC-IDEES-2015_EnergyBalance_";"cenck";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Gases"
"FE|Industry|Gases|Steel|Primary";"Consumption Coke Ovens";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"cenck";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Biogas"
"FE|Industry|Heat|Steel|Primary";"Consumption Coke Ovens";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"cenck";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Nuclear heat"
"FE|Industry|Heat|Steel|Primary";"Consumption Coke Ovens";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"cenck";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Derived heat"
"FE|Industry|Heat|Steel|Primary";"Consumption Coke Ovens";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"cenck";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Geothermal"
"FE|Industry|Heat|Steel|Primary";"Consumption Coke Ovens";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"cenck";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Solar energy"
"FE|Industry|Electricity|Steel|Primary";"Consumption Coke Ovens";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"cenck";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Hydro power"
"FE|Industry|Electricity|Steel|Primary";"Consumption Coke Ovens";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"cenck";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Wind Power"
"FE|Industry|Electricity|Steel|Primary";"Consumption Coke Ovens";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"cenck";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Tide, Wave and Ocean"
"FE|Industry|Electricity|Steel|Primary";"Consumption Coke Ovens";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"cenck";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Electricity"
"FE|Industry|Solids|Steel|Primary";"Consumption Blast Furnaces";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"cenbf";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Solid Fuels"
"FE|Industry|Solids|Steel|Primary";"Consumption Blast Furnaces";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids|Steel|Primary";"Consumption Blast Furnaces";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"cenbf";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Charcoal"
"FE|Industry|Solids|Steel|Primary";"Consumption Blast Furnaces";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Municipal waste (renewable)"
"FE|Industry|Solids|Steel|Primary";"Consumption Blast Furnaces";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Wastes (non-renewable)"
"FE|Industry|Liquids|Steel|Primary";"Consumption Blast Furnaces";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Total petroleum products (without biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Consumption Blast Furnaces";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"cenbf";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Liquid biofuels"
"FE|Industry|Gases|Steel|Primary";"Consumption Blast Furnaces";"Gases";"JRC-IDEES-2015_EnergyBalance_";"cenbf";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Gases"
"FE|Industry|Gases|Steel|Primary";"Consumption Blast Furnaces";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"cenbf";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Biogas"
"FE|Industry|Heat|Steel|Primary";"Consumption Blast Furnaces";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"cenbf";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Nuclear heat"
"FE|Industry|Heat|Steel|Primary";"Consumption Blast Furnaces";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"cenbf";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Derived heat"
"FE|Industry|Heat|Steel|Primary";"Consumption Blast Furnaces";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"cenbf";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Geothermal"
"FE|Industry|Heat|Steel|Primary";"Consumption Blast Furnaces";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"cenbf";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Solar energy"
"FE|Industry|Electricity|Steel|Primary";"Consumption Blast Furnaces";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"cenbf";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Hydro power"
"FE|Industry|Electricity|Steel|Primary";"Consumption Blast Furnaces";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"cenbf";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Wind Power"
"FE|Industry|Electricity|Steel|Primary";"Consumption Blast Furnaces";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"cenbf";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Tide, Wave and Ocean"
"FE|Industry|Electricity|Steel|Primary";"Consumption Blast Furnaces";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"cenbf";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Electricity"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Lighting";"JRC-IDEES-2015_Industry_";"ISI_fec";6;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Lighting"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Air compressors";"JRC-IDEES-2015_Industry_";"ISI_fec";7;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Air compressors"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Motor drives";"JRC-IDEES-2015_Industry_";"ISI_fec";8;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Motor drives"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Fans and pumps";"JRC-IDEES-2015_Industry_";"ISI_fec";9;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Fans and pumps"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Electricity";"JRC-IDEES-2015_Industry_";"ISI_fec";14;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Low enthalpy heat|Electricity"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Electricity";"JRC-IDEES-2015_Industry_";"ISI_fec";20;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Electricity"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Steel: Furnaces, Refining and Rolling - Electric";"JRC-IDEES-2015_Industry_";"ISI_fec";33;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Electric"
"FE|Industry|Electricity|Steel|Primary";"Primary steel";"Steel: Products finishing - Electric";"JRC-IDEES-2015_Industry_";"ISI_fec";50;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Electric"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";11;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Low enthalpy heat|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";17;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Residual fuel oil"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";24;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Residual fuel oil"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";29;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|LPG"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";30;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";31;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Residual fuel oil"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";36;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Thermal|LPG"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";37;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";42;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|LPG"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";43;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";44;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Residual fuel oil"
"FE|Industry|Liquids|Steel|Primary";"Primary steel";"Other liquids";"JRC-IDEES-2015_Industry_";"ISI_fec";45;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Other liquids"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";12;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";18;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Natural gas (incl. biogas)"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";19;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Derived gases"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";25;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Natural gas (incl. biogas)"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";26;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Derived gases"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";32;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";38;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Refinery gas";"JRC-IDEES-2015_Industry_";"ISI_fec";41;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Refinery gas"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";46;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|Steel|Primary";"Primary steel";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";47;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Derived gases"
"FE|Industry|Heat|Steel|Primary";"Primary steel";"Solar and geothermal";"JRC-IDEES-2015_Industry_";"ISI_fec";13;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Low enthalpy heat|Solar and geothermal"
"FE|Industry|Heat|Steel|Primary";"Primary steel";"Steam distributed";"JRC-IDEES-2015_Industry_";"ISI_fec";49;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Steam distributed"
"FE|Industry|Solids|Steel|Primary";"Primary steel";"Solids";"JRC-IDEES-2015_Industry_";"ISI_fec";16;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Solids"
"FE|Industry|Solids|Steel|Primary";"Primary steel";"Solids";"JRC-IDEES-2015_Industry_";"ISI_fec";22;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Solids"
"FE|Industry|Solids|Steel|Primary";"Primary steel";"Coke";"JRC-IDEES-2015_Industry_";"ISI_fec";23;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Coke"
"FE|Industry|Solids|Steel|Primary";"Primary steel";"Solids";"JRC-IDEES-2015_Industry_";"ISI_fec";40;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Solids"
"FE|Industry|Solids|Steel|Primary";"Primary steel";"Biomass";"JRC-IDEES-2015_Industry_";"ISI_fec";48;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Biomass"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Lighting";"JRC-IDEES-2015_Industry_";"ISI_fec";54;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Lighting"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Air compressors";"JRC-IDEES-2015_Industry_";"ISI_fec";55;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Air compressors"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Motor drives";"JRC-IDEES-2015_Industry_";"ISI_fec";56;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Motor drives"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Fans and pumps";"JRC-IDEES-2015_Industry_";"ISI_fec";57;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Fans and pumps"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Electricity";"JRC-IDEES-2015_Industry_";"ISI_fec";62;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Low enthalpy heat|Electricity"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Electricity";"JRC-IDEES-2015_Industry_";"ISI_fec";68;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Smelters|Electricity"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Steel: Electric arc";"JRC-IDEES-2015_Industry_";"ISI_fec";69;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Electric arc"
"FE|Industry|Electricity|Steel|Secondary";"Secondary Steel ";"Steel: Furnaces, Refining and Rolling - Electric";"JRC-IDEES-2015_Industry_";"ISI_fec";76;1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Electric"
